,quote_number,gender,agecat,date_of_birth,credit_score,area,traffic_index,veh_age,veh_body,veh_value,age,has_claim,prob_noclaim,prob_claim
3334,20431322,F,3.0,5/17/1979,710.0,B,143.3,2,SEDAN,1.727,39,0,0.574339744913727,0.42566025508627303
3335,64739156,F,1.0,7/14/1991,469.0,C,126.0,2,SEDAN,1.397,27,1,0.237621908380112,0.762378091619888
3336,86661093,F,3.0,12/31/1977,778.0,C,109.5,3,STNWG,3.883,41,0,0.6743571367586838,0.32564286324131614
3337,31945079,F,3.0,4/19/1970,693.0,A,72.0,2,HBACK,1.804,48,0,0.7129969726178655,0.28700302738213446
3338,48045560,F,5.0,2/27/1954,816.0,C,136.5,4,STNWG,0.55,64,0,0.7528086224514269,0.2471913775485731
3339,21050328,F,4.0,6/9/1967,836.0,C,108.0,2,SEDAN,1.925,51,0,0.8204331150774404,0.17956688492255954
3340,31383930,M,2.0,3/26/1986,656.0,B,115.6,2,SEDAN,1.925,32,0,0.5369760162449115,0.46302398375508846
3342,23598344,F,3.0,2/10/1975,547.0,E,36.0,4,STNWG,1.408,43,0,0.5202774024467052,0.47972259755329477
3343,81840044,F,4.0,10/30/1967,689.0,B,155.5,4,STNWG,0.66,51,0,0.5009327081906041,0.49906729180939596
3344,31696516,F,2.0,3/6/1988,757.0,B,122.7,3,HBACK,0.902,30,0,0.6799789814503623,0.3200210185496377
3345,85370246,F,4.0,8/7/1969,809.0,C,91.5,4,SEDAN,1.001,49,0,0.7980878027935628,0.2019121972064372
3346,91875006,M,5.0,7/17/1956,714.0,C,126.0,4,MCARA,2.266,62,0,0.5799857616145565,0.42001423838544344
3347,73194880,M,4.0,2/4/1963,689.0,A,92.9,3,PANVN,1.694,55,0,0.649789679551297,0.3502103204487031
3348,20971399,F,4.0,10/23/1964,600.0,E,10.5,1,HBACK,2.013,54,0,0.7306921116660505,0.2693078883339495
3349,24229923,F,3.0,8/8/1974,521.0,A,58.0,4,HBACK,0.407,44,1,0.45430550523247526,0.5456944947675247
3350,74257783,M,5.0,12/5/1956,739.0,C,139.5,3,SEDAN,1.782,62,0,0.6287544155395758,0.3712455844604242
3351,74948791,F,3.0,7/30/1978,762.0,A,70.3,1,HBACK,1.716,40,0,0.8129438299008322,0.1870561700991677
3352,52292104,F,6.0,10/12/1945,849.0,A,92.6,1,STNWG,3.091,73,0,0.8627822426437546,0.13721775735624547
3353,74143456,M,3.0,9/21/1977,677.0,C,136.5,3,SEDAN,1.419,41,0,0.5198945991768376,0.48010540082316244
3354,15963439,M,4.0,5/23/1960,666.0,C,150.0,4,UTE,1.001,58,1,0.4744994650640746,0.5255005349359254
3355,68225299,M,5.0,8/10/1950,714.0,D,63.3,2,SEDAN,2.926,68,0,0.7507249569234999,0.24927504307650003
3357,94476005,F,3.0,8/22/1974,318.0,C,144.0,1,STNWG,5.093,44,1,0.0700596587954525,0.9299403412045475
3358,36917604,M,6.0,9/14/1948,816.0,C,114.0,3,STNWG,2.398,70,0,0.7782816323690261,0.22171836763097386
3359,46946249,F,3.0,8/28/1976,540.0,D,124.5,1,HBACK,1.8139,42,1,0.36817427601073915,0.6318257239892608
3360,64410630,F,3.0,2/6/1971,807.0,A,59.1,4,SEDAN,1.155,47,0,0.8383467251332982,0.16165327486670178
3361,48174401,F,3.0,2/19/1973,738.0,B,115.3,1,STNWG,3.025,45,0,0.6783434808339499,0.32165651916605004
3362,50369413,F,4.0,5/29/1962,599.0,D,122.6,2,STNWG,6.215,56,1,0.33568207100187286,0.6643179289981271
3363,11104176,M,3.0,1/30/1978,735.0,B,120.7,4,UTE,1.551,40,0,0.619824892233386,0.380175107766614
3364,87704330,F,2.0,1/4/1986,519.0,D,112.6,4,HBACK,0.506,32,1,0.311117910464899,0.688882089535101
3365,61856768,F,4.0,1/4/1961,784.0,D,83.7,4,STNWG,1.727,57,0,0.7751106838137821,0.22488931618621788
3366,32694208,M,4.0,8/24/1961,829.0,C,91.5,3,MIBUS,2.497,57,0,0.8151610102439968,0.18483898975600319
3367,60802362,M,4.0,2/6/1962,648.0,C,102.0,1,SEDAN,2.046,56,0,0.6086444800055126,0.3913555199944874
3368,73433085,F,2.0,10/12/1981,497.0,B,108.1,3,HBACK,0.924,37,1,0.3075171377371554,0.6924828622628446
3369,81625465,F,2.0,11/4/1987,642.0,C,96.0,3,HBACK,1.089,31,0,0.5561745192519545,0.44382548074804545
3370,80164061,F,2.0,6/11/1980,478.0,B,96.0,4,SEDAN,0.66,38,1,0.28966442502832845,0.7103355749716715
3371,15899181,F,5.0,7/23/1957,824.0,C,123.0,1,HBACK,1.386,61,0,0.8201736655977803,0.1798263344022197
3372,15235527,M,1.0,11/21/1995,665.0,C,141.0,1,HBACK,1.551,23,0,0.5182441062156103,0.48175589378438965
3373,60164523,F,3.0,8/14/1980,392.0,B,92.5,4,SEDAN,0.781,38,1,0.18963311070181943,0.8103668892981806
3374,18499547,F,4.0,12/8/1963,804.0,A,96.7,1,HBACK,1.43,55,0,0.8324209227630857,0.16757907723691434
3375,62379617,F,4.0,12/13/1965,717.0,D,125.8,3,TRUCK,3.08,53,0,0.578325051691413,0.421674948308587
3376,65225418,F,3.0,9/18/1970,459.0,A,90.7,4,SEDAN,1.155,48,1,0.2726655999087597,0.7273344000912403
3377,87435495,F,2.0,6/21/1988,577.0,C,117.0,3,TRUCK,1.232,30,1,0.3933124935183606,0.6066875064816394
3378,73381714,F,3.0,10/15/1978,583.0,D,116.1,2,STNWG,3.256,40,1,0.3868523036678808,0.6131476963321192
3379,25419460,M,4.0,10/5/1963,586.0,D,94.9,2,UTE,3.201,55,1,0.4613136349014342,0.5386863650985658
3380,17895246,M,1.0,7/2/1993,340.0,F,94.0,3,TRUCK,2.035,25,1,0.1284665904920852,0.8715334095079148
3381,51370395,F,5.0,7/27/1950,695.0,C,124.5,1,STNWG,3.014,68,0,0.6189385653503414,0.3810614346496586
3382,87370183,M,5.0,9/1/1959,680.0,A,48.7,1,SEDAN,2.882,59,0,0.7479109284706993,0.25208907152930077
3383,65944074,F,1.0,1/14/1995,396.0,A,70.6,1,HBACK,1.5389,23,1,0.2602849394844656,0.7397150605155344
3384,51323094,F,2.0,2/3/1989,684.0,B,90.5,4,SEDAN,0.902,29,0,0.6131772400098895,0.3868227599901105
3385,67426152,F,3.0,3/23/1978,646.0,C,133.5,1,STNWG,4.059,40,1,0.45257977799975013,0.5474202220002499
3386,33839256,F,2.0,6/1/1986,700.0,F,110.0,3,STNWG,2.134,32,0,0.5893351602975982,0.41066483970240175
3387,86158955,F,3.0,5/18/1977,725.0,E,34.5,3,SEDAN,0.979,41,0,0.807970650990659,0.19202934900934104
3388,45173606,M,4.0,3/31/1969,355.0,A,48.3,2,SEDAN,2.09,49,1,0.24054703029043178,0.7594529697095682
3389,67219886,M,2.0,1/6/1981,349.0,A,80.5,4,HBACK,0.66,37,1,0.1659132640275921,0.8340867359724079
3390,57535179,F,3.0,3/19/1978,649.0,C,141.0,3,STNWG,1.122,40,1,0.4697045400946265,0.5302954599053735
3391,25265027,M,5.0,9/12/1959,515.0,D,37.5,1,STNWG,4.697,59,1,0.47014044075705075,0.5298595592429493
3392,41792427,F,2.0,5/15/1985,635.0,C,144.0,3,STNWG,2.442,33,1,0.3934746404356363,0.6065253595643637
3393,70354111,F,1.0,10/31/1996,443.0,C,124.5,1,HBACK,1.5389,22,1,0.22172625961088843,0.7782737403891116
3394,28176594,M,5.0,4/1/1951,813.0,C,150.0,4,STNWG,1.485,67,0,0.7045195911258054,0.2954804088741946
3395,81711563,M,2.0,6/5/1988,575.0,C,142.5,4,STNWG,1.441,30,1,0.3040142508811794,0.6959857491188206
3396,18900292,M,3.0,2/28/1976,693.0,C,142.5,1,HBACK,4.147,42,0,0.5091855251462527,0.4908144748537473
3397,22122914,F,3.0,10/29/1975,571.0,C,118.5,2,SEDAN,1.925,43,1,0.40282900483956474,0.5971709951604353
3398,29217511,M,2.0,6/25/1983,688.0,A,86.2,2,HBACK,1.771,35,0,0.6634888941571713,0.3365111058428287
3399,79721509,M,4.0,7/5/1969,555.0,A,84.7,2,HBACK,1.43,49,1,0.4783202765261466,0.5216797234738534
3400,98576101,F,2.0,4/28/1985,668.0,B,101.6,3,UTE,2.31,33,0,0.5529902451651874,0.4470097548348126
3401,86453738,M,3.0,8/6/1975,675.0,E,27.0,3,STNWG,2.838,43,0,0.7246806079399549,0.2753193920600451
3402,61917800,M,6.0,2/14/1938,850.0,C,133.5,1,HBACK,2.222,80,0,0.8301232375190546,0.16987676248094546
3403,14426601,F,3.0,11/13/1972,836.0,B,129.2,2,HBACK,1.364,46,0,0.7949967339336916,0.2050032660663083
3404,32498476,M,2.0,9/14/1988,600.0,A,53.4,2,UTE,2.706,30,0,0.5678846665876811,0.43211533341231884
3405,82236160,F,2.0,12/7/1981,735.0,C,145.5,1,STNWG,5.181,37,0,0.535714648122352,0.464285351877648
3406,95366605,M,2.0,3/25/1983,742.0,D,118.8,1,STNWG,6.193,35,0,0.5792377125284924,0.4207622874715076
3407,90675775,M,4.0,10/23/1962,705.0,D,88.9,2,STNWG,2.948,56,0,0.6754819420968214,0.3245180579031785
3408,33310974,F,3.0,4/3/1974,796.0,B,140.5,4,SEDAN,0.495,44,0,0.7002787675931635,0.29972123240683646
3409,15127943,F,2.0,3/2/1981,661.0,D,98.1,4,HDTOP,1.837,37,0,0.5408993166247048,0.4591006833752952
3410,76809826,M,3.0,2/16/1974,800.0,B,156.6,4,MIBUS,1.386,44,0,0.6492777984480791,0.35072220155192096
3411,16734152,F,2.0,11/22/1980,387.0,B,148.7,2,SEDAN,1.947,38,1,0.12532057272295538,0.8746794272770446
3413,88310731,F,1.0,10/20/1992,333.0,A,67.5,2,HBACK,1.221,26,1,0.1832229206467011,0.8167770793532989
3414,17850944,M,5.0,8/21/1953,833.0,A,57.7,4,STNWG,0.429,65,0,0.8815617878894817,0.11843821211051825
3415,16552400,F,1.0,8/29/1998,637.0,B,110.0,3,STNWG,1.001,20,0,0.503202385628333,0.496797614371667
3416,32816821,M,6.0,1/15/1948,733.0,D,127.1,3,TRUCK,2.948,70,0,0.6248001651982369,0.3751998348017631
3417,43121027,F,4.0,9/16/1966,603.0,C,133.5,3,SEDAN,1.001,52,1,0.4297401066223734,0.5702598933776266
3418,90230380,F,4.0,6/19/1963,752.0,A,60.5,4,SEDAN,1.089,55,0,0.7878540141025718,0.21214598589742814
3419,96801267,M,3.0,11/5/1972,613.0,F,116.0,1,STNWG,3.003,46,1,0.4777914566684126,0.5222085433315874
3420,71866296,M,4.0,11/30/1964,594.0,A,49.2,2,HBACK,1.793,54,0,0.6222665375434441,0.3777334624565559
3421,11310741,F,5.0,12/25/1958,770.0,E,43.5,3,TRUCK,3.366,60,0,0.8124900564104817,0.18750994358951836
3422,40100190,M,4.0,5/25/1966,848.0,A,38.0,2,MCARA,4.796,52,0,0.8749173476605407,0.12508265233945925
3423,19110248,F,4.0,7/11/1964,730.0,A,83.9,2,HBACK,1.023,54,0,0.7619510998677501,0.23804890013224986
3424,59673256,F,5.0,6/27/1956,716.0,E,78.0,4,HBACK,0.847,62,0,0.7241773514541665,0.27582264854583355
3425,22415186,F,4.0,1/8/1961,526.0,C,124.5,4,HBACK,0.748,57,1,0.3170423742970536,0.6829576257029464
3426,69555893,M,1.0,5/11/1991,754.0,D,108.7,4,UTE,1.617,27,0,0.6591726210481035,0.34082737895189646
3427,80780764,M,4.0,10/12/1966,456.0,A,70.6,2,PANVN,2.167,52,1,0.3354150673575378,0.6645849326424622
3428,37652352,M,4.0,7/7/1960,820.0,A,86.9,2,HBACK,1.386,58,0,0.8473107554918,0.1526892445082
3429,64424749,M,5.0,3/4/1959,717.0,B,129.8,2,STNWG,4.323,59,0,0.5677541246142531,0.4322458753857469
3430,49540372,F,1.0,6/1/1993,700.0,A,100.0,1,HBACK,1.5708,25,0,0.6705196750070458,0.3294803249929542
3431,30763204,F,5.0,4/11/1952,765.0,D,115.5,2,SEDAN,1.551,66,0,0.7484011764532515,0.25159882354674845
3432,83001036,M,4.0,12/6/1964,696.0,C,135.0,1,HBACK,1.386,54,0,0.6250606651990012,0.37493933480099884
3433,88796258,M,4.0,8/31/1964,794.0,D,142.4,1,SEDAN,2.695,54,0,0.7195163900178911,0.28048360998210886
3434,74259242,M,4.0,12/19/1964,625.0,F,80.0,3,UTE,2.178,54,0,0.5629796417084015,0.43702035829159847
3435,16084602,F,3.0,7/11/1973,682.0,A,102.2,2,SEDAN,1.529,45,0,0.6369306080516635,0.36306939194833654
3436,42350477,F,3.0,12/3/1975,684.0,A,107.1,3,MIBUS,2.86,43,0,0.5626582218144388,0.4373417781855612
3437,97968037,F,2.0,4/7/1983,789.0,D,122.2,3,STNWG,3.542,35,0,0.6657380760179901,0.33426192398200993
3438,51405550,F,3.0,3/24/1970,817.0,C,63.0,3,SEDAN,2.079,48,0,0.8433119569537969,0.15668804304620312
3439,50722049,M,3.0,9/3/1973,688.0,B,116.0,2,HBACK,2.024,45,0,0.6013589909310633,0.3986410090689367
3440,48008500,F,2.0,5/9/1988,785.0,B,117.6,4,UTE,1.331,30,0,0.6961888892306247,0.30381111076937534
3441,77634607,M,3.0,5/26/1975,602.0,D,61.1,2,UTE,3.377,43,0,0.5494135050552929,0.4505864949447072
3442,49918740,F,2.0,7/28/1989,627.0,F,112.0,1,SEDAN,2.64,29,0,0.5003767413982625,0.49962325860173745
3443,27941825,F,3.0,4/27/1975,612.0,A,56.2,2,SEDAN,1.98,43,0,0.6167110146014374,0.38328898539856254
3444,77748038,M,1.0,8/6/1992,396.0,F,130.0,3,STNWG,2.794,26,1,0.12223548754341973,0.8777645124565803
3445,99421240,M,2.0,2/3/1987,354.0,D,67.0,4,SEDAN,0.814,31,1,0.18260586358504183,0.8173941364149582
3446,16547301,M,5.0,12/10/1956,771.0,B,103.9,2,HBACK,1.386,62,0,0.7758568446059868,0.22414315539401317
3447,17106471,F,2.0,10/5/1983,626.0,F,130.0,3,STNWG,2.794,35,1,0.4039776055915858,0.5960223944084142
3448,67993876,M,3.0,5/22/1974,691.0,C,133.5,1,SEDAN,2.794,44,0,0.5690994251897559,0.4309005748102442
3449,16483042,M,5.0,10/28/1958,763.0,B,105.8,4,UTE,1.848,60,0,0.7077152203426221,0.29228477965737787
3450,90078527,F,4.0,11/25/1960,839.0,A,84.6,1,SEDAN,2.255,58,0,0.8667218766588093,0.1332781233411907
3451,39816893,M,4.0,10/31/1963,740.0,B,118.5,2,STNWG,4.4,55,0,0.6240538160630579,0.3759461839369421
3452,93458271,F,6.0,8/10/1949,810.0,A,91.5,1,HBACK,1.43,69,0,0.8535319991761481,0.14646800082385186
3453,11860236,F,2.0,3/28/1986,609.0,F,116.0,4,SEDAN,0.484,32,1,0.4443897799069818,0.5556102200930182
3454,84230230,F,2.0,10/7/1984,368.0,D,91.4,2,SEDAN,1.54,34,1,0.18406792141978923,0.8159320785802108
3455,97387977,M,4.0,8/10/1967,677.0,B,159.5,3,MIBUS,2.618,51,1,0.442028447685311,0.557971552314689
3456,91461442,F,4.0,3/24/1966,635.0,E,25.5,1,HBACK,2.156,52,0,0.7428280957574851,0.2571719042425149
3457,40658192,F,2.0,1/26/1988,656.0,D,95.3,3,HBACK,1.342,30,0,0.5723694430200391,0.4276305569799609
3458,29130607,F,4.0,5/17/1962,679.0,B,147.5,1,HBACK,1.507,56,0,0.567704239841043,0.432295760158957
3459,63556366,F,3.0,12/1/1976,648.0,A,38.3,2,SEDAN,1.804,42,0,0.7119288452083365,0.2880711547916635
3460,27101370,F,4.0,10/13/1967,623.0,B,126.4,4,HBACK,0.308,51,1,0.47115954616600175,0.5288404538339982
3461,12948763,F,4.0,4/9/1967,752.0,C,126.0,2,HBACK,1.397,51,0,0.6996128463876068,0.30038715361239327
3462,30413032,F,4.0,7/10/1967,691.0,A,65.4,4,SEDAN,0.495,51,0,0.7122597343334881,0.2877402656665119
3463,43046143,M,2.0,6/28/1989,765.0,B,113.6,4,HBACK,0.715,29,0,0.690206205237734,0.309793794762266
3464,95974221,F,2.0,11/5/1984,438.0,C,106.5,4,HBACK,0.484,34,1,0.22009142501918078,0.7799085749808192
3465,43872828,F,3.0,7/16/1976,788.0,B,157.6,2,SEDAN,1.881,42,0,0.6637239075395545,0.3362760924604456
3466,90337693,F,4.0,8/29/1966,824.0,B,84.5,4,SEDAN,0.726,52,0,0.8305109385420936,0.16948906145790646
3467,67591275,F,2.0,8/30/1989,468.0,F,116.0,2,STNWG,2.904,29,1,0.22409627904667806,0.7759037209533219
3468,50337060,F,3.0,1/14/1976,655.0,A,77.1,1,HBACK,1.749,42,0,0.6668960967403711,0.3331039032596289
3469,93249971,M,4.0,10/14/1964,849.0,A,94.2,4,MCARA,1.386,54,0,0.8314016747768749,0.16859832522312512
3470,34001843,F,2.0,1/30/1986,606.0,E,31.5,3,HBACK,0.88,32,0,0.6540998117849575,0.34590018821504254
3471,19182581,M,2.0,3/8/1983,643.0,E,57.0,4,SEDAN,0.913,35,0,0.6314534605228332,0.3685465394771667
3472,18113055,F,5.0,12/11/1953,682.0,A,90.5,2,SEDAN,2.255,65,0,0.6658235502734,0.3341764497266
3473,72471884,F,4.0,10/2/1965,527.0,E,78.0,3,STNWG,3.245,53,1,0.37466363532018065,0.6253363646798193
3474,38471483,M,2.0,3/18/1983,543.0,A,82.6,1,SEDAN,2.211,35,1,0.45104282064902934,0.5489571793509707
3475,74131234,F,5.0,2/7/1958,624.0,A,73.6,1,UTE,2.376,60,0,0.6310340110828574,0.3689659889171426
3476,64392543,F,5.0,6/23/1950,749.0,B,141.4,1,HBACK,1.551,68,0,0.7013574991708668,0.29864250082913324
3477,47219133,F,1.0,11/24/1999,683.0,B,95.8,1,HBACK,1.408,19,0,0.6517415899020651,0.3482584100979349
3478,24455762,M,6.0,6/5/1936,709.0,A,63.5,4,SEDAN,0.66,82,0,0.7648416579368698,0.23515834206313027
3479,35032647,F,3.0,9/2/1976,834.0,D,100.5,2,SEDAN,1.749,42,0,0.825533048845521,0.1744669511544789
3480,85866483,F,5.0,10/4/1951,664.0,A,87.5,4,SEDAN,0.583,67,0,0.6413989937461027,0.3586010062538974
3481,77403082,F,6.0,4/7/1948,735.0,A,92.1,3,SEDAN,0.869,70,0,0.7510230757130858,0.24897692428691423
3482,54435585,M,6.0,10/16/1944,746.0,C,148.5,1,SEDAN,2.893,74,0,0.6543401972311627,0.3456598027688374
3483,12822916,F,3.0,8/25/1977,693.0,B,136.5,2,HBACK,1.386,41,0,0.5747593902817654,0.4252406097182347
3484,46638161,M,5.0,6/13/1955,642.0,C,112.5,3,SEDAN,0.99,63,0,0.5588329688814502,0.44116703111854977
3485,33665572,M,1.0,4/11/1999,702.0,B,145.3,3,SEDAN,1.254,19,0,0.5180127379805153,0.4819872620194848
3486,82036335,F,3.0,5/25/1972,601.0,A,95.5,1,STNWG,4.884,46,1,0.45243711573254575,0.5475628842674543
3487,56494059,M,2.0,7/2/1986,722.0,A,80.1,1,TRUCK,5.6969,32,0,0.6462669196897044,0.3537330803102956
3488,56089256,F,2.0,8/25/1986,404.0,D,75.8,4,SEDAN,0.77,32,1,0.22455054143382225,0.7754494585661778
3489,72946585,M,3.0,9/9/1971,649.0,A,103.3,3,STNWG,1.969,47,0,0.5445018754965161,0.45549812450348387
3490,71726419,F,2.0,7/9/1988,709.0,A,52.8,3,STNWG,1.254,30,0,0.7439449880360047,0.25605501196399527
3491,18100175,F,3.0,6/30/1977,748.0,E,52.5,4,UTE,1.331,41,0,0.7798718849393866,0.22012811506061336
3492,60449278,F,2.0,7/3/1989,570.0,B,113.2,2,HBACK,1.254,29,1,0.41575865581526517,0.5842413441847348
3493,94617232,F,2.0,7/17/1987,535.0,C,139.5,1,HBACK,2.068,31,1,0.3094906498809702,0.6905093501190298
3494,84220169,F,4.0,9/27/1969,361.0,A,99.2,3,SEDAN,1.155,49,1,0.16760269353891033,0.8323973064610897
3495,18202236,M,3.0,3/3/1970,602.0,A,89.5,3,STNWG,3.3,48,1,0.46182326645158656,0.5381767335484134
3496,58610491,F,2.0,3/16/1989,712.0,C,150.0,4,HBACK,0.781,29,0,0.5218622569259308,0.47813774307406925
3497,35847023,F,2.0,3/26/1981,373.0,B,160.6,4,SEDAN,0.44,37,1,0.09955702030313163,0.9004429796968684
3498,26212300,M,3.0,3/25/1970,604.0,D,32.3,4,UTE,0.902,48,0,0.6414991073288457,0.35850089267115426
3500,90782580,M,2.0,3/30/1989,640.0,A,64.0,3,STNWG,3.3,29,0,0.5629596999120787,0.4370403000879212
3501,85485134,M,4.0,12/30/1960,582.0,F,114.0,3,TRUCK,2.992,58,1,0.3922649936168646,0.6077350063831354
3502,67547852,F,3.0,10/18/1970,557.0,E,43.5,2,SEDAN,2.398,48,0,0.5514279372482467,0.4485720627517534
3503,90013409,M,3.0,8/30/1976,755.0,C,136.5,1,UTE,3.861,42,0,0.6324284466994754,0.36757155330052466
3504,96676466,M,3.0,11/24/1973,697.0,C,148.5,2,SEDAN,2.255,45,0,0.5325821287314203,0.4674178712685797
3505,84800959,M,3.0,12/28/1978,542.0,B,158.7,4,SEDAN,0.858,40,1,0.25204793278834303,0.747952067211657
3506,47642745,F,2.0,3/31/1980,326.0,B,145.5,3,HBACK,0.836,38,1,0.09103435804756621,0.9089656419524338
3507,83551389,M,5.0,5/14/1956,840.0,C,133.5,4,STNWG,0.385,62,0,0.7879234211933205,0.21207657880667952
3508,20762443,F,3.0,12/21/1979,516.0,C,87.0,1,UTE,4.136,39,1,0.3487700653835196,0.6512299346164804
3509,15862123,F,3.0,9/18/1979,681.0,C,141.0,3,BUS,2.079,39,1,0.49398448889986646,0.5060155111001335
3510,28725316,F,2.0,8/2/1985,508.0,A,89.1,2,HBACK,1.43,33,1,0.37219739226365134,0.6278026077363487
3511,31687539,F,3.0,2/25/1978,673.0,A,80.1,3,SEDAN,2.816,40,0,0.6057288570608902,0.3942711429391098
3512,29790504,M,3.0,10/13/1976,379.0,C,148.5,3,HBACK,0.847,42,1,0.12377960905766705,0.876220390942333
3513,12685661,F,2.0,8/21/1989,631.0,E,12.0,3,STNWG,3.542,29,0,0.6607999095031201,0.33920009049687994
3514,80134751,F,3.0,12/23/1979,334.0,D,111.0,1,HBACK,1.903,39,1,0.14034718648808564,0.8596528135119144
3515,28671261,F,4.0,1/5/1968,826.0,C,67.5,2,HBACK,1.408,50,0,0.869767669259203,0.130232330740797
3516,27429914,M,4.0,6/13/1964,731.0,C,139.5,4,SEDAN,0.682,54,0,0.6109625625850622,0.3890374374149378
3517,14223805,M,6.0,7/24/1934,812.0,A,88.1,1,HBACK,3.652,84,0,0.8352952904878241,0.16470470951217586
3518,64111225,M,4.0,9/30/1969,846.0,A,76.7,1,HBACK,4.125,49,0,0.8497214248068741,0.15027857519312596
3520,27506014,F,6.0,3/7/1948,615.0,A,86.4,4,HBACK,1.133,70,0,0.5535583216120503,0.4464416783879496
3521,95913148,F,2.0,5/22/1981,315.0,B,137.1,3,HBACK,1.188,37,1,0.08789840505833124,0.9121015949416688
3522,48195730,M,1.0,1/14/1999,682.0,B,162.1,4,HBACK,0.627,19,1,0.4349965938453154,0.5650034061546846
3523,92763145,F,5.0,10/18/1955,842.0,B,120.1,1,SEDAN,2.739,63,0,0.8202148550267477,0.1797851449732523
3524,54070900,F,3.0,5/23/1979,711.0,B,134.0,3,HDTOP,2.475,39,0,0.5493107844331476,0.4506892155668524
3525,58652086,M,3.0,6/9/1978,669.0,F,76.0,4,SEDAN,0.902,40,0,0.63527170203525,0.36472829796475004
3526,84423356,M,4.0,2/20/1969,308.0,E,18.0,1,TRUCK,1.826,49,1,0.2631403571253288,0.7368596428746712
3527,62384976,M,2.0,3/14/1987,805.0,A,89.2,1,SEDAN,3.036,31,0,0.7982753324445215,0.2017246675554784
3528,70040934,F,4.0,7/29/1969,810.0,A,31.7,1,STNWG,3.256,49,0,0.8836746169238081,0.1163253830761919
3529,50408742,M,5.0,9/3/1957,784.0,D,70.7,4,STNWG,1.837,61,0,0.7973639059752343,0.20263609402476568
3530,13254749,F,4.0,11/11/1966,836.0,C,132.0,3,HBACK,1.1,52,0,0.7821078463039125,0.2178921536960875
3531,15614533,M,4.0,10/15/1964,515.0,E,58.5,1,SEDAN,2.937,54,1,0.46465569391015416,0.5353443060898458
3532,88954912,F,2.0,7/28/1983,662.0,C,133.5,1,HBACK,1.298,35,0,0.5533871486421588,0.44661285135784123
3533,14504804,M,1.0,8/30/1996,510.0,A,80.1,2,HBACK,1.408,22,1,0.3835627894010093,0.6164372105989907
3534,56212599,M,3.0,5/16/1976,613.0,C,130.5,1,SEDAN,2.717,42,1,0.4463752743172651,0.5536247256827349
3535,98196452,M,3.0,10/10/1972,338.0,C,132.0,3,STNWG,2.508,46,1,0.09568816635147814,0.9043118336485219
3536,90988125,F,3.0,12/30/1970,799.0,C,142.5,4,MIBUS,1.804,48,0,0.671800060269764,0.328199939730236
3537,19101313,M,3.0,1/8/1977,729.0,F,84.0,2,SEDAN,2.431,41,0,0.7164526479350324,0.28354735206496756
3538,89053128,M,3.0,6/17/1975,644.0,E,27.0,2,STNWG,1.705,43,0,0.7317760992000204,0.2682239007999796
3540,85197694,M,2.0,5/24/1982,671.0,C,141.0,2,HBACK,1.408,36,0,0.5208372968378475,0.4791627031621525
3541,10645913,F,3.0,10/5/1978,829.0,B,109.9,2,SEDAN,1.859,40,0,0.8033460650035893,0.19665393499641065
3542,64786353,M,2.0,5/6/1982,587.0,F,150.0,3,STNWG,3.245,36,1,0.29100096588034685,0.7089990341196531
3543,24312353,F,2.0,3/2/1989,661.0,B,127.0,2,SEDAN,1.804,29,0,0.5176911888395327,0.4823088111604673
3544,49432193,F,1.0,6/26/1996,542.0,B,113.5,2,HBACK,1.265,22,1,0.3620918151427541,0.6379081848572459
3545,87408351,F,2.0,1/2/1989,647.0,D,35.9,4,STNWG,1.991,29,0,0.648702642006158,0.351297357993842
3546,33698581,F,6.0,6/23/1948,726.0,B,95.0,4,SEDAN,0.759,70,0,0.7146144558773884,0.2853855441226116
3547,92978831,F,6.0,9/19/1947,776.0,B,67.0,4,SEDAN,0.748,71,0,0.8218368047643559,0.17816319523564403
3548,47554748,F,6.0,3/9/1937,612.0,D,96.3,3,HBACK,1.243,81,0,0.5626425734115734,0.4373574265884266
3549,80470158,F,5.0,4/29/1959,795.0,C,123.0,2,SEDAN,1.606,59,0,0.7644399598411096,0.2355600401588904
3550,25965546,M,6.0,11/23/1929,844.0,A,96.6,3,UTE,1.639,89,0,0.8573784248911871,0.14262157510881296
3551,80370397,M,4.0,4/20/1965,784.0,B,174.8,4,MIBUS,1.947,53,0,0.5774272778680745,0.4225727221319256
3552,71164003,F,4.0,6/14/1969,629.0,B,136.6,4,SEDAN,1.023,49,1,0.4335792676402741,0.5664207323597259
3553,68413841,M,5.0,6/5/1957,849.0,A,73.7,2,STNWG,3.322,61,0,0.8610249831674605,0.13897501683253952
3554,54036209,F,4.0,2/10/1963,530.0,E,27.0,3,STNWG,3.245,55,0,0.5025419542802396,0.4974580457197604
3555,51430722,M,3.0,5/9/1975,721.0,E,28.5,4,SEDAN,0.451,43,0,0.8067134612212953,0.19328653877870475
3556,93167096,M,1.0,10/18/1994,664.0,D,134.5,1,STNWG,6.27,24,1,0.39723456278821667,0.6027654372117833
3557,63038580,M,1.0,6/4/1993,650.0,F,120.0,3,STNWG,2.805,25,1,0.4544496478300314,0.5455503521699686
3558,68098429,M,4.0,3/4/1962,626.0,A,77.5,3,UTE,1.518,56,0,0.5917170699845342,0.4082829300154658
3559,71101803,F,4.0,3/6/1962,751.0,A,47.0,3,SEDAN,1.782,56,0,0.8131451482561762,0.18685485174382377
